SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513349,AJMERA      ,B ,Q,178.30,183.50,178.30,179.95,179.95,181.60,131,5178,932891.00,
513353,COCHIN MIN. ,X ,Q,158.00,187.35,158.00,172.00,172.00,172.75,20,1684,285680.00,
513361,ISW LTD     ,X ,Q,1.05,1.05,0.95,0.99,0.99,1.00,36,35826,34410.00,
513369,RAJKUMAR FRG,X ,Q,34.70,34.70,33.65,33.65,33.65,34.70,2,2,68.00,
513375,CARBORUNDUM ,A ,Q,379.00,380.60,373.10,375.30,374.45,377.10,211,4953,1862870.00,
513377,MINERAL&METL,A ,Q,26.10,26.45,25.50,25.65,25.65,26.25,228,58788,1521391.00,
513401,ASHIANA ISP.,X ,Q,23.00,23.00,23.00,23.00,23.00,22.45,5,1001,23023.00,
513418,SMFIL       ,Z ,Q,0.57,0.57,0.57,0.57,0.57,0.60,3,201,114.00,
513434,TATA METALIK,A ,Q,607.00,608.00,593.00,605.55,607.00,599.85,152,1833,1101327.00,
513436,SHAH ALLOYS ,B ,Q,16.70,16.70,16.70,16.70,16.70,16.50,3,3,50.00,
513446,MONNETISPA  ,B ,Q,20.40,22.05,20.40,21.10,21.10,21.30,46,10922,229382.00,
513456,KANISHK ST. ,XT,Q,9.05,9.10,8.98,8.98,8.98,9.45,10,5366,48380.00,
513472,SIMPLEX CAST,X ,Q,57.00,57.00,53.70,54.05,54.05,55.50,5,151,8378.00,
513509,KALYANI FORG,T ,Q,266.00,272.95,266.00,272.95,272.95,276.65,3,31,8252.00,
513511,PANCH.STEEL ,X ,Q,31.30,35.15,31.00,31.45,32.60,32.55,13,4194,132283.00,
513515,S.R.INDUS.  ,X ,Q,1.95,1.95,1.87,1.87,1.87,1.95,2,262,509.00,
513517,STEELCAST   ,X ,Q,152.00,155.00,150.00,150.10,150.00,151.45,23,3392,516047.00,
513519,PITTIENG    ,B ,Q,47.55,48.50,45.00,46.10,45.75,48.50,114,2159,101974.00,
513528,GLITTEK GRAN,X ,Q,1.58,1.58,1.58,1.58,1.58,1.65,1,2000,3160.00,
513532,PRADEEP MET.,X ,Q,63.50,66.50,63.00,63.00,63.00,66.40,6,250,15932.00,
513554,MAHA STEEL  ,B ,Q,193.00,199.80,190.50,198.40,198.85,193.35,130,5145,998765.00,
513558,REAL STRIPS ,X ,Q,14.00,14.00,13.85,13.85,13.85,14.06,4,221,3075.00,
513566,NOVA IRON&ST,XT,Q,7.24,7.60,6.95,7.59,7.60,7.24,11,1857,13564.00,
513599,HIND.COPPER ,A ,Q,44.00,44.00,43.35,43.55,43.55,44.10,385,64830,2824728.00,
513605,SRIPIPES    ,B ,Q,184.25,184.25,180.60,181.85,181.50,185.30,80,2334,425488.00,
513642,AXEL POLYMER,XT,Q,10.65,10.75,10.65,10.65,10.65,11.20,7,3200,34290.00,
513683,NLCINDIA    ,A ,Q,66.40,66.40,65.25,65.95,65.95,65.20,350,39789,2617792.00,
513687,SPECTRA IND.,XT,Q,3.19,3.19,3.04,3.19,3.19,3.04,5,252,788.00,
513691,JMT AUTO LTD,B ,Q,2.14,2.20,2.11,2.14,2.14,2.20,11,7000,15080.00,
513693,KIC METALIKS,X ,Q,60.80,61.50,60.75,61.50,61.50,62.00,3,240,14620.00,
513709,SHILP GRAVUR,X ,Q,102.15,102.15,98.00,98.65,98.25,102.20,26,1614,160822.00,
513713,WHITEORG    ,X ,Q,14.35,14.70,12.30,12.98,12.98,14.80,1178,378411,4958244.00,
513729,ARO GRANITE ,B ,Q,54.30,54.55,53.00,53.90,53.90,54.45,5,389,20911.00,
514010,HIM.FIBRES  ,X ,Q,1.96,1.96,1.96,1.96,1.96,1.87,9,898,1760.00,
514028,RAJKAMAL SYN,XT,Q,5.71,5.71,5.71,5.71,5.71,6.01,1,25,142.00,
514030,DEEPAK SPINN,X ,Q,90.55,95.00,90.50,91.10,90.50,90.10,11,446,40914.00,
514034,JBF IND.LTD ,B ,Q,17.70,18.05,17.60,17.85,17.85,18.35,20,1559,27707.00,
514036,LOY.TEX MILL,X ,Q,406.95,406.95,384.95,384.95,384.95,366.30,4,50,19269.00,
514043,HIMAT.SEIDE ,B ,Q,196.25,198.20,193.50,195.10,195.10,196.65,466,12792,2499856.00,
514045,BSL LTD.    ,B ,Q,37.05,37.90,36.70,37.20,37.90,37.80,31,10214,380540.00,
514087,PBM POLYTEX ,X ,Q,72.35,74.40,71.00,72.00,71.90,72.35,15,1276,92267.00,
514128,KONARK SYN. ,X ,Q,10.72,10.72,10.72,10.72,10.72,11.28,1,3500,37520.00,
514138,SURYALATA SP,X ,Q,156.70,156.80,152.05,156.05,156.05,149.35,58,4658,727083.00,
514140,SURYAVA SPIN,XT,Q,4.85,4.85,4.85,4.85,4.85,5.10,2,172,834.00,
514142,TT LTD.     ,B ,Q,51.00,52.50,50.25,51.10,51.10,52.25,8,586,29804.00,
514162,WELSPUN (I) ,A ,Q,54.50,55.60,54.10,55.20,55.20,55.10,455,94674,5218702.00,
514165,IND.ACRYLICS,X ,Q,14.00,14.50,13.75,14.09,14.11,13.91,104,29758,419049.00,
514167,GANESH ECOSP,B ,Q,323.00,327.20,308.00,317.30,321.00,321.15,100,2666,845379.00,
514171,CEETA IND.  ,XT,Q,4.65,4.65,4.42,4.42,4.42,4.65,12,3669,16734.00,
514175,VARDHMAN POL,T ,Q,6.03,6.33,5.91,6.04,6.04,6.17,26,2203,13468.00,
514183,BLA ROS IND ,X ,Q,49.50,50.00,48.10,48.85,50.00,49.30,89,14850,726677.00,
514211,SUMEET INDUS,B ,Q,3.09,3.09,2.88,2.97,2.98,3.01,65,29011,87553.00,
514215,BINNY LTD.  ,X ,Q,134.50,134.50,124.20,127.50,127.50,128.50,11,423,53104.00,
514223,RAMGOPAL POL,T ,Q,2.02,2.02,2.02,2.02,2.02,2.11,3,700,1414.00,
514234,SANGAM INDIA,B ,Q,63.00,63.95,58.20,63.45,63.50,63.70,21,678,42483.00,
514264,SEASONS TEXT,X ,Q,7.80,9.33,7.80,9.31,8.00,7.80,5,502,4221.00,
514266,ZENITH FIBRE,X ,Q,54.00,54.00,52.50,52.65,52.65,55.00,12,826,44406.00,
514272,BHILWARA SP.,X ,Q,14.50,15.36,13.90,14.53,15.00,14.63,28,10918,159498.00,
514274,AARVEE DENIM,B ,Q,23.10,23.90,22.90,22.90,22.90,23.60,7,891,20534.00,
514286,ASHIMA LTD. ,B ,Q,12.00,12.00,11.36,11.55,11.55,11.41,135,6920,79705.00,
514302,VIPPY SPIN. ,X ,Q,40.00,40.00,40.00,40.00,40.00,40.05,1,100,4000.00,
514322,KAMADGIRI   ,X ,Q,84.50,84.50,75.50,78.40,82.90,78.55,24,325,25472.00,
514326,PATSPIN INDI,B ,Q,9.35,9.90,9.35,9.90,9.90,9.79,2,30,294.00,
514330,OVERSEAS SYN,X ,Q,3.54,3.54,3.54,3.54,3.54,3.72,1,8,28.00,
514332,NEOINFRA    ,XT,Q,27.50,27.50,27.50,27.50,27.50,27.00,3,900,24750.00,
514354,PREMIER POLY,B ,Q,25.00,25.60,23.30,25.55,25.45,23.30,10,454,11247.00,
514358,EVERLON SYN.,X ,Q,14.23,14.23,14.19,14.19,14.19,14.18,5,430,6108.00,
514394,AJIL        ,B ,Q,36.80,37.25,35.85,35.85,35.85,36.55,63,16233,585053.00,
514418,MANORG      ,X ,Q,399.00,411.80,396.05,411.80,411.80,392.20,250,10454,4265134.00,
514428,HINDU.ADHESI,X ,Q,71.00,75.00,68.10,74.50,74.50,79.70,19,840,61660.00,
514442,SRI KPR IND ,X ,Q,17.70,17.70,17.70,17.70,17.70,16.90,4,1079,19098.00,
514450,MAHA.RUBTECH,X ,Q,38.00,38.00,37.90,38.00,38.00,38.30,10,622,23626.00,
514470,WIMSOME TEXT,B ,Q,23.50,24.65,23.45,23.45,23.45,24.65,11,772,18124.00,
514474,FAIRDEAL FIL,X ,Q,99.00,101.90,96.00,99.75,101.90,97.60,23,2437,240416.00,
515018,REG.CERAMIC ,T ,Q,2.66,2.66,2.66,2.66,2.66,2.80,1,200,532.00,
515030,ASAHI IN.GLA,A ,Q,240.00,240.50,239.50,240.50,240.50,240.30,21,2941,705004.00,
515037,MURD.CERAM  ,B ,Q,20.65,20.65,20.00,20.15,20.40,20.05,24,2185,43985.00,
515043,SAINT-GOBAIN,X ,Q,55.20,55.95,53.50,54.00,54.00,54.90,217,21915,1188272.00,
515055,ANANTRAJ    ,B ,Q,33.25,34.40,33.25,34.15,34.15,34.00,126,27048,920563.00,
515085,RESTILE CER.,X ,Q,3.11,3.50,3.11,3.49,3.49,3.50,6,62,200.00,
515145,HIND.NAT.GLS,B ,Q,63.00,69.80,63.00,63.95,63.95,67.70,25,1020,65933.00,
515147,HALDYN GLASS,X ,Q,33.00,34.15,33.00,33.40,33.40,33.70,47,6534,220156.00,
516003,DUROPLY     ,X ,Q,78.25,78.25,78.25,78.25,78.25,78.30,3,118,9233.00,
516007,MANGALAM TIM,B ,Q,13.80,14.15,13.40,13.98,14.09,14.20,20,886,12147.00,
516016,SHREYANS IND,B ,Q,158.40,158.90,152.05,155.70,155.70,158.25,38,1404,219277.00,
516022,STAR PAPER  ,B ,Q,125.95,125.95,120.00,122.40,122.40,127.40,99,3967,487752.00,
516030,YASH PAPERS ,X ,Q,56.50,58.50,55.70,58.15,58.00,56.60,188,78099,4518948.00,
516062,NAT.PLYWOOD ,XT,Q,29.20,29.20,29.20,29.20,29.20,30.70,6,700,20440.00,
516064,ARROWGREEN  ,B ,Q,61.50,61.55,58.90,59.00,59.05,61.25,38,2726,163199.00,
516072,VISHNU CHEM ,B ,Q,144.25,144.25,142.30,142.30,142.30,147.80,10,61,8711.00,
516078,JUMBO BAG   ,Z ,Q,11.57,11.57,11.57,11.57,11.57,11.55,1,200,2314.00,
516082,N.R.AGARWAL ,B ,Q,280.50,280.50,270.30,275.95,278.95,283.45,71,1008,277375.00,
516096,SANGAL PAPER,XT,Q,146.05,146.05,146.05,146.05,146.05,153.70,11,141,20593.00,
516106,SH.KARTHIK P,X ,Q,5.51,6.07,5.51,5.51,5.51,6.12,152,66174,368576.00,
516108,S.I.PAPER   ,XT,Q,75.20,78.00,74.30,76.50,76.50,78.00,13,1026,77895.00,
516110,SCANDENT    ,XT,Q,10.00,10.00,10.00,10.00,10.00,10.00,5,1019,10190.00,
517015,VINDHYA TELE,B ,Q,1499.00,1507.85,1446.70,1472.00,1474.45,1455.10,181,1409,2069941.00,
517035,RUTTONSHA IN,X ,Q,48.00,52.20,46.05,48.50,48.50,44.00,105,9322,465306.00,
517041,ADORWELDING ,B ,Q,362.90,367.80,360.00,362.40,361.05,365.00,50,465,169084.00,
517044,INT.DATA MAN,XT,Q,10.75,10.75,10.75,10.75,10.75,11.30,1,100,1075.00,
517059,SALZER ELEC ,B ,Q,134.95,135.50,131.65,132.65,131.65,135.50,9,326,43750.00,
517063,JETINFOTRAN ,X ,Q,27.30,30.15,27.30,27.40,27.90,28.70,15,703,19468.00,
517080,HIGHGROUND  ,B ,Q,6.80,6.80,5.64,6.02,6.02,6.42,296,56397,354665.00,
517119,PCS TECH    ,X ,Q,8.30,8.30,7.80,8.00,7.80,8.45,24,16096,128704.00,
517146,USHA MART.LT,B ,Q,30.60,31.50,30.50,31.25,31.45,30.75,61,11538,358896.00,
517166,SPEL SEMICON,X ,Q,5.60,5.85,4.66,5.02,5.00,5.60,69,11938,62709.00,
517168,SUBROS LTD. ,B ,Q,271.00,271.00,263.05,264.45,263.05,270.15,209,3029,803960.00,
517174,HONEYWELL   ,A ,Q,25550.00,26799.10,25550.00,26672.35,26697.00,25808.10,54,69,1829416.00,
517201,SWITCH.TECH.,XT,Q,54.00,54.00,54.00,54.00,54.00,51.55,1,100,5400.00,
517206,LUMAX IND   ,B ,Q,1460.00,1482.50,1440.00,1463.80,1465.00,1445.55,57,222,324193.00,
517214,SPICEMOBI   ,B ,Q,8.74,9.55,8.74,9.55,9.55,9.20,5,1200,11379.00,
517224,SUJANA INDUS,T ,Q,0.25,0.27,0.25,0.27,0.27,0.26,10,36127,9051.00,
517236,CALCOM VISIO,X ,Q,24.45,24.45,22.45,22.85,22.75,24.00,21,669,15598.00,
517238,DYNAVISION  ,XT,Q,50.00,50.00,50.00,50.00,50.00,52.60,1,100,5000.00,
517246,BCC FUBA    ,XT,Q,14.47,14.47,14.47,14.47,14.47,14.19,4,530,7669.00,
517258,PRECISION EL,XT,Q,26.60,29.35,26.60,28.50,29.35,28.00,65,12307,353244.00,
517264,FINELINE CI ,XT,Q,13.26,13.26,13.26,13.26,13.26,13.95,1,100,1326.00,
517271,HBL P SYS   ,B ,Q,25.50,25.50,24.00,24.55,24.55,25.35,147,14972,366947.00,
517288,GUJARATPOLY ,X ,Q,26.00,27.00,25.25,26.55,26.30,26.05,17,1349,35182.00,
517300,GUJ.IND.POW.,B ,Q,76.00,77.35,76.00,77.20,77.20,76.60,52,6373,488482.00,
517330,CMI LTD.    ,B ,Q,131.25,135.50,131.25,133.00,135.00,133.10,71,1506,200554.00,
517334,MOTHERSON SS,A ,Q,115.50,116.80,111.65,113.75,113.75,115.35,5243,801169,91098004.00,
517344,MINDTECK (I),B ,Q,47.05,49.00,46.50,47.30,47.30,48.20,51,2718,128813.00,
517354,HAVELLSINDIA,A ,Q,748.05,772.75,744.15,770.50,770.00,747.95,1999,85794,65143501.00,
517372,GUJ.INTRUX  ,X ,Q,89.70,89.70,82.50,82.50,82.50,84.40,8,330,27391.00,
517380,IGARSHI MOT ,B ,Q,255.00,257.90,244.45,246.70,248.00,250.90,254,2049,506290.00,
517385,SYMPHONY    ,A ,Q,1533.10,1575.00,1460.20,1490.10,1500.00,1516.40,1181,7530,11526123.00,
517403,SUN SOURCE  ,XT,Q,2.71,2.71,2.71,2.71,2.71,2.85,2,120,325.00,
517417,PATEL AIRTEM,X ,Q,95.00,98.95,95.00,95.30,95.30,95.00,22,4557,440755.00,
517421,BFLYGANDHI  ,B ,Q,182.00,187.00,180.75,182.00,181.30,186.40,72,1711,313029.00,
517429,ATHENAGLO   ,XT,Q,42.70,42.85,42.00,42.00,42.00,40.85,22,10000,421564.00,
517437,DUTRON POLY.,XT,Q,133.95,133.95,133.95,133.95,133.95,141.00,1,100,13395.00,
517447,R.S.SOFTWARE,B ,Q,28.65,28.65,27.30,27.85,27.55,28.55,46,4204,118409.00,
517449,MAGNA ELECTR,X ,Q,180.00,180.80,178.80,180.75,180.80,178.75,22,1902,340946.00,
517477,ELNET TECH. ,X ,Q,103.90,103.90,103.80,103.80,103.80,102.00,2,125,12980.00,
517494,ACCEL       ,X ,Q,8.14,8.23,7.65,7.85,8.17,8.14,21,3865,30757.00,
517498,WEBELSOLAR  ,B ,Q,24.00,28.10,24.00,28.10,28.10,23.45,1030,146838,3967612.00,
517500,ROTO PUMPS  ,X ,Q,148.80,153.90,147.00,148.70,150.00,149.60,141,20631,3086413.00,
517506,TTK PRESTIGE,A ,Q,7107.75,7151.90,7080.70,7127.60,7127.60,7128.55,58,104,739514.00,
517514,DHINDIA     ,X ,Q,22.00,22.50,20.45,20.90,20.75,21.10,16,967,20647.00,
517518,LEEL        ,T ,Q,9.30,9.30,8.84,9.01,9.00,9.30,58,17286,156833.00,
517522,RAJ GLO WIR ,X ,Q,874.40,874.40,825.00,837.80,842.00,832.05,84,3902,3245058.00,
517530,SURANATP    ,B ,Q,4.29,4.29,4.20,4.29,4.29,4.15,7,5510,23169.00,
517536,ONWARD TECHN,B ,Q,62.70,63.85,61.10,63.85,63.85,62.70,38,1978,124982.00,
517544,CENTUM ELEC ,B ,Q,560.00,560.00,530.00,535.30,533.00,564.25,110,883,476933.00,
517548,STARLITE COM,X ,Q,15.90,15.90,14.85,15.75,15.75,15.40,11,9463,146573.00,
517554,NHCFOODS    ,X ,Q,7.74,7.74,7.71,7.71,7.71,7.38,20,13680,105680.00,
517556,PVP VENT LTD,Z ,Q,2.65,2.65,2.65,2.65,2.65,2.78,15,8923,23645.00,
517562,TRIGYN TECH ,B ,Q,72.05,73.50,71.70,72.70,73.50,73.25,517,21726,1572899.00,
517569,KEI INDUST. ,A ,Q,524.35,524.35,508.10,510.25,510.25,524.35,579,12228,6296629.00,
517571,IMPPOWERS   ,B ,Q,36.10,36.10,36.10,36.10,36.10,36.05,2,100,3610.00,
518011,KEERTHI     ,XT,Q,53.10,57.55,53.10,53.65,57.55,55.00,4,110,5846.00,
518029,GUJ.SIDH.CEM,B ,Q,21.30,21.60,20.60,21.10,20.85,21.30,69,10678,225124.00,
518091,ANJANI PORTL,B ,Q,185.00,188.90,181.00,188.15,188.90,180.10,32,1071,199413.00,
519003,MODINATURAL ,X ,Q,63.05,68.50,63.00,65.00,65.00,66.25,12,1943,130565.00,
519031,SHAH FOOD(P),XT,Q,42.65,42.65,42.65,42.65,42.65,40.65,10,300,12795.00,
519091,TASTY BITE  ,B ,Q,8499.95,8499.95,8080.15,8200.00,8200.00,8250.00,30,41,334647.00,
519097,RITESH INTER,XT,Q,4.95,4.95,4.95,4.95,4.95,4.95,1,50,247.00,
519105,AVT NATURAL ,B ,Q,24.70,27.00,24.70,25.60,25.60,24.45,194,32443,842610.00,
519126,HIND.FOODS  ,X ,Q,418.90,418.90,405.45,414.25,417.00,416.80,32,1756,727637.00,
519136,NAHAR INDUST,B ,Q,41.00,41.00,38.00,40.20,40.20,41.90,9,5600,224110.00,
519152,VADILAL ENT ,XT,Q,853.00,853.00,853.00,853.00,853.00,813.00,3,71,60563.00,
519156,VADILAL IND ,B ,Q,530.00,530.05,504.85,518.45,524.40,534.45,224,2260,1165318.00,
519174,ASHIANA AGRO,XT,Q,0.88,0.88,0.88,0.88,0.88,0.92,3,700,616.00,
519183,ADF FOODS LT,B ,Q,292.95,303.60,288.25,297.55,297.55,292.35,397,12781,3776453.00,
519216,AJANTA SOYA ,X ,Q,25.35,25.35,23.40,23.50,23.50,24.45,49,10008,243901.00,
519224,WILLIAM.MAGO,B ,Q,29.90,29.90,29.90,29.90,29.90,31.45,4,350,10465.00,
519242,SARDA PROT. ,XT,Q,10.90,10.98,10.90,10.98,10.98,10.50,2,1500,16414.00,
519248,JVL AGRO    ,Z ,Q,1.50,1.50,1.40,1.42,1.44,1.44,11,4000,5791.00,
519260,SANWARIA    ,B ,Q,7.71,7.84,7.60,7.79,7.80,7.80,139,88977,691638.00,
519262,PRIMA AGRO L,XT,Q,9.28,9.28,9.00,9.00,9.00,8.84,2,3850,35070.00,
519285,TARAI FOODS ,XT,Q,2.69,2.69,2.69,2.69,2.69,2.57,1,1000,2690.00,
519287,MODERN DAIRI,XT,Q,3.40,3.59,3.40,3.59,3.59,3.42,9,2265,8081.00,
519295,BAMBINO AGRO,X ,Q,164.40,175.00,164.40,175.00,175.00,175.00,11,1403,238517.00,
519307,VIKAS WSP   ,XT,Q,15.25,16.20,15.15,15.50,15.40,15.90,649,431137,6657653.00,
519319,JATALIA     ,XT,Q,8.17,8.17,8.17,8.17,8.17,8.33,7,128,1045.00,
519359,POONA DAL   ,X ,Q,32.45,32.45,32.45,32.45,32.45,30.95,7,1749,56755.00,
519383,ANIK INDS   ,B ,Q,13.60,13.60,13.60,13.60,13.60,14.06,1,100,1360.00,
519421,KSE LIMITED ,XT,Q,1284.00,1284.00,1219.00,1264.65,1264.00,1283.15,135,2532,3124724.00,
519457,VIRAT CRANE ,X ,Q,27.05,28.90,23.05,27.20,27.50,27.05,99,9863,253215.00,
519475,CHORDIA FOOD,X ,Q,138.00,149.90,138.00,149.90,149.90,143.65,3,21,2929.00,
519483,TAI INDUST. ,XT,Q,11.20,11.76,10.67,11.75,10.68,11.20,14,1760,20330.00,
519491,OCEAN AGRO  ,X ,Q,27.15,27.15,25.10,25.75,25.75,26.00,12,689,17731.00,
519494,N K INDUST. ,B ,Q,35.90,36.90,32.55,36.85,36.90,32.80,8,111,4010.00,
519552,HERITGFOOD  ,A ,Q,408.00,408.45,388.00,391.15,391.15,413.40,665,9753,3836987.00,
519560,NEHA INTER. ,X ,Q,2.43,2.46,2.41,2.41,2.41,2.67,30,35083,84943.00,
519566,SIMRAN FARMS,X ,Q,66.00,72.00,66.00,67.00,67.00,67.45,27,1619,110269.00,
519570,LAKSHMI OVER,Z ,Q,2.50,2.75,2.50,2.70,2.70,2.63,7,1974,5146.00,
519588,DFM FOODS   ,B ,Q,253.00,257.00,253.00,256.20,256.00,255.70,9,50,12731.00,
519600,CCL PRODUCTS,A ,Q,257.00,258.00,253.50,255.85,258.00,257.55,119,1539,392549.00,
519602,KELLTONTEC  ,B ,Q,34.30,34.60,33.15,33.60,34.00,34.65,82,7381,249116.00,
520008,RICO AUTO   ,B ,Q,67.70,70.00,67.70,68.70,68.70,67.70,292,33154,2292257.00,
520021,OMAX AUTOS. ,B ,Q,64.10,66.60,62.60,63.70,64.20,65.55,19,917,58927.00,
520043,MUNJAL SHOWA,B ,Q,163.00,163.00,158.00,160.15,160.00,160.75,21,395,63306.00,
520051,JAMNA AUTO  ,A ,Q,56.80,56.95,55.65,56.00,56.00,56.80,409,44364,2496438.00,
520056,SUNDAR.CLAY ,A ,Q,2590.00,2599.00,2576.00,2583.00,2583.00,2565.50,8,30,77650.00,
520057,JTEKTINDIA  ,B ,Q,105.40,115.00,105.40,113.30,114.80,105.30,361,31831,3564462.00,
520059,MUNAUTO     ,B ,Q,49.50,49.80,48.45,49.50,49.10,50.10,86,5762,283871.00,
520066,JAYBH.MARUTI,B ,Q,235.10,235.10,233.00,233.25,235.10,236.60,70,1740,406585.00,
520073,RACLGEAR    ,X ,Q,86.20,87.00,84.30,84.95,84.95,84.50,129,26155,2229967.00,
520075,SAMKRG PIST.,X ,Q,156.00,159.85,155.00,157.50,157.50,157.40,32,2293,361223.00,
520086,SICAL LOG   ,B ,Q,129.95,129.95,124.00,125.00,125.00,124.65,20,436,54541.00,
520111,RATNAMNI MET,B ,Q,945.00,966.00,943.00,958.10,955.00,946.15,30,2704,2556918.00,
520119,AUTOMOTIVE S,B ,Q,54.00,54.00,49.10,51.50,51.50,51.10,10,363,18099.00,
520123,ABC INDIA   ,X ,Q,57.60,60.80,57.60,57.60,57.60,57.50,20,1949,116519.00,
520127,BALURGHAT TE,X ,Q,5.84,5.84,5.84,5.84,5.84,6.13,2,1000,5840.00,
520139,JAGSON AIRLI,XT,Q,0.90,0.97,0.89,0.89,0.89,0.93,5,1700,1523.00,
520141,SIBAR AUTO  ,XT,Q,25.75,26.25,25.75,25.75,25.75,26.50,6,271,7103.00,
520151,SHREY SH LOG,B ,Q,175.00,175.00,175.00,175.00,175.00,176.40,2,25,4375.00,
520155,STARLOG     ,X ,Q,19.90,19.90,19.90,19.90,19.90,19.90,5,636,12656.00,
521016,INDO COUNT  ,B ,Q,41.20,41.75,40.50,41.00,40.50,41.20,87,9231,378507.00,
521018,MARAL OVERS ,B ,Q,25.50,25.50,24.40,24.40,24.40,25.35,7,2223,56154.00,
521034,SOMA TEXTILE,T ,Q,3.57,3.57,3.57,3.57,3.57,3.40,1,25,89.00,
521062,OCTAVE      ,X ,Q,1.26,1.26,1.26,1.26,1.26,1.20,2,145,182.00,
521064,TRIDENT     ,A ,Q,67.00,67.35,66.15,66.45,66.45,67.95,332,39336,2623834.00,
521070,ALOK INDS.  ,T ,Q,3.93,3.93,3.70,3.73,3.79,3.82,268,350532,1308083.00,
521080,PASARI SPIN ,XT,Q,3.30,3.30,3.30,3.30,3.30,3.32,1,11,36.00,
521082,SPENTEX INDS,T ,Q,1.69,1.69,1.61,1.61,1.61,1.69,3,2150,3465.00,
521097,AMARJOTHI SP,X ,Q,88.00,89.00,87.25,87.50,87.50,88.15,51,7825,687314.00,
521105,OLYMPIA IND.,X ,Q,17.10,17.10,17.10,17.10,17.10,17.10,5,770,13167.00,
521113,SUDITI IND. ,X ,Q,25.10,28.10,24.80,27.85,28.10,23.45,57,29365,817507.00,
521149,PRIME URBAN ,X ,Q,8.58,8.58,8.17,8.18,8.17,8.59,5,644,5287.00,
521151,DHANLXMI FAB,X ,Q,26.20,26.20,26.20,26.20,26.20,27.55,12,1102,28872.00,
521163,ZODIAC CLOTH,T ,Q,255.75,255.75,242.60,247.40,251.00,255.35,76,7250,1772363.00,
521167,FRONT BUSS  ,X ,Q,4.58,4.58,4.37,4.37,4.37,4.37,4,55,240.00,
521178,SRI RAMK.MIL,XT,Q,15.43,15.43,15.43,15.43,15.43,14.70,15,6125,94508.00,
521180,SUPER SPIN. ,B ,Q,6.29,6.29,5.60,5.65,5.63,6.14,40,11851,69081.00,
521194,SIL INVEST  ,B ,Q,190.00,195.00,190.00,195.00,195.00,189.00,6,131,25101.00,
521200,SURYLAK.COTT,B ,Q,30.20,30.20,28.05,28.45,28.45,30.95,19,6075,182106.00,
521206,SAMTEX FASH.,XT,Q,1.25,1.31,1.19,1.31,1.31,1.25,22,60810,74168.00,
521216,DHAN ROTO SP,X ,Q,26.00,26.85,26.00,26.00,26.00,26.85,5,100,2617.00,
521220,DAMOINDUS   ,B ,Q,40.00,40.00,37.15,37.15,37.15,39.10,21,1656,62203.00,
521226,UNI ROYAL IN,X ,Q,8.96,8.96,8.96,8.96,8.96,8.54,1,100,896.00,
521240,SAMBANDAM SP,X ,Q,83.00,90.00,83.00,90.00,90.00,90.00,4,131,11492.00,
521242,KANDAGIRI SP,X ,Q,17.00,17.00,17.00,17.00,17.00,17.70,1,3,51.00,
521248,KITEX GARMEN,B ,Q,110.50,118.00,110.50,113.90,113.90,109.75,520,24601,2827326.00,
522001,CRANEX LTD. ,X ,Q,15.15,15.15,15.15,15.15,15.15,15.91,3,1000,15150.00,
522004,BATLIBOI LTD,X ,Q,14.70,15.50,14.55,14.80,14.80,15.46,16,2439,35924.00,
522005,AUSTIN ENGG.,X ,Q,54.80,57.25,54.80,57.10,56.05,55.90,18,1408,78967.00,
522014,UNITED DRILL,X ,Q,114.80,114.80,101.60,108.85,113.45,113.00,24,475,52326.00,
522017,FLUIDOMAT   ,X ,Q,105.00,105.00,100.25,103.70,104.00,104.70,22,1684,173189.00,
522029,WINDSOR MACH,B ,Q,66.90,67.20,66.10,66.50,66.50,66.55,107,65458,4362973.00,
522034,SHANTHI GEAR,B ,Q,112.30,116.80,112.30,116.00,116.00,115.40,21,800,92107.00,
522064,HONDA SIEL  ,B ,Q,1011.05,1012.00,1011.00,1011.00,1011.00,1012.45,8,19,19212.00,
522073,HITECHGEAR  ,B ,Q,277.95,277.95,270.10,270.60,270.10,275.00,4,14,3861.00,
522074,ELGI EQUIP  ,A ,Q,276.15,280.20,273.05,278.05,278.00,277.55,132,3389,934672.00,
522091,UV DER HORST,X ,Q,14.80,14.80,14.80,14.80,14.80,14.10,1,50,740.00,
522101,KILBURN ENGG,X ,Q,33.40,37.55,33.40,35.70,35.70,36.90,29,4087,149186.00,
522105,BIRLA PRETEC,X ,Q,13.80,13.80,12.95,13.15,13.15,13.45,255,43360,574191.00,
522108,YUKEN INDIA ,X ,Q,751.55,759.90,740.00,750.85,753.90,751.55,163,1755,1316568.00,
522113,TIMKEN (I)  ,B ,Q,671.00,713.60,671.00,691.45,702.00,677.70,220,2300,1613461.00,
522122,VOITH PAPER ,X ,Q,840.00,840.00,822.90,829.95,830.00,839.35,23,405,334831.00,
522134,ARTSON ENG  ,X ,Q,48.95,52.00,48.95,49.65,49.25,46.70,356,127770,6472881.00,
522152,SOLITAIR MC ,X ,Q,35.05,35.05,35.00,35.00,35.00,34.50,3,405,14180.00,
522163,DIAMONPOWER ,Z ,Q,1.00,1.00,1.00,1.00,1.00,1.00,5,2299,2299.00,
