SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532679,SORILINFRA  ,B ,Q,280.00,291.95,271.40,283.85,286.00,285.35,257,5628,1577706.00,
532683,AIAENGINEER ,A ,Q,1796.80,1835.00,1760.00,1772.40,1772.40,1778.10,473,4099,7423896.00,
532684,EVEREST KANT,B ,Q,28.00,28.70,27.10,27.20,27.10,28.25,123,15200,421558.00,
532686,KERNEX MICRO,T ,Q,24.60,25.90,24.60,25.60,25.60,25.50,7,2156,53653.00,
532687,REPRO INDIA ,B ,Q,580.00,613.85,580.00,595.50,600.00,604.95,12,57,33928.00,
532689,PVR LTD     ,A ,Q,1785.00,1792.40,1761.05,1788.35,1788.35,1781.40,589,28185,50178382.00,
532690,RAMSARUP IND,Z ,Q,0.61,0.61,0.61,0.61,0.61,0.64,1,100,61.00,
532692,RADHA MADHAV,B ,Q,10.95,11.40,10.79,10.79,10.79,11.35,74,16702,181050.00,
532693,PUNJ LLOYD  ,T ,Q,1.65,1.73,1.65,1.71,1.72,1.68,89,82181,140052.00,
532694,BARTRONICSIN,B ,Q,5.90,5.99,5.66,5.89,5.87,5.90,14,4585,26229.00,
532695,CELEBRITYFAS,B ,Q,7.60,8.00,7.36,7.38,7.64,7.60,35,5627,42422.00,
532696,EDUCOMP SOLN,Z ,Q,1.73,1.84,1.73,1.83,1.83,1.80,27,8992,16041.00,
532698,NITINSPINNER,B ,Q,80.00,80.60,79.55,80.50,80.50,81.45,25,1513,121671.00,
532699,ROYALORCH   ,B ,Q,118.00,118.00,114.10,117.20,117.50,120.90,29,760,88522.00,
532700,ENT NETWORK ,B ,Q,484.90,485.00,470.00,473.15,475.00,483.50,136,651,308679.00,
532701,CELLA       ,Z ,Q,3.99,4.18,3.90,4.18,4.18,3.99,19,23477,98016.00,
532702,GUJ PETRONET,A ,Q,189.95,199.95,189.40,196.20,196.20,192.95,622,14474,2806467.00,
532705,JAGRAN PRAK ,A ,Q,113.25,113.95,112.30,113.40,113.50,114.70,130,2398,271415.00,
532706,INOX LEISURE,A ,Q,369.75,376.00,360.45,362.75,362.75,374.25,554,12741,4672418.00,
532707,DYNEMIC PRO ,B ,Q,115.00,117.30,114.20,114.60,115.40,117.35,54,2599,299241.00,
532708,GVK POWERINF,B ,Q,7.05,7.10,6.80,6.85,6.85,7.04,347,491058,3379864.00,
532710,SADBHAV ENGG,A ,Q,260.00,266.00,252.25,260.20,260.20,253.00,744,56993,14684649.00,
532711,SUNIL HITECH,T ,Q,0.93,0.94,0.87,0.91,0.91,0.90,80,101108,93553.00,
532712,REL COM LTD ,A ,Q,2.06,2.10,1.97,1.99,1.98,2.04,155626,3894255,7839302.00,
532713,SAKUMA EXPO ,B ,Q,31.00,31.00,29.55,29.75,29.75,30.70,183,39564,1183613.00,
532714,KEC INTERN  ,A ,Q,320.00,325.00,313.05,320.60,320.60,319.65,777,23667,7569244.00,
532716,GILLA ARBUT ,B ,Q,46.00,48.95,43.05,45.15,45.15,47.05,10,476,21842.00,
532717,INDOTECHTR  ,B ,Q,111.00,111.00,102.85,104.05,106.50,106.80,49,1870,194677.00,
532719,BL KASHYAP  ,B ,Q,16.90,16.90,15.75,15.85,15.85,16.80,119,12724,205084.00,
532720,M&M FINANSER,A ,Q,418.50,435.90,418.50,434.00,433.30,421.85,1685,108625,46953972.00,
532721,VISA STEEL  ,B ,Q,6.80,6.80,6.80,6.80,6.80,6.60,1,100,680.00,
532722,NITCO TILES ,B ,Q,37.00,37.70,35.15,37.45,37.45,38.45,198,26355,971989.00,
532723,MONNETPRO   ,X ,Q,4.45,4.45,4.45,4.45,4.45,4.45,1,2,8.00,
532725,SOLAR IND   ,A ,Q,1196.25,1200.00,1165.65,1185.25,1195.00,1196.25,123,595,701095.00,
532726,GALLAN METAL,B ,Q,41.80,41.80,41.50,41.50,41.50,41.95,6,433,18019.00,
532727,ADHUNIK MET ,T ,Q,1.94,1.94,1.94,1.94,1.94,2.04,10,4135,8021.00,
532728,MALU PAPER  ,B ,Q,25.85,26.00,25.85,26.00,26.00,26.20,3,108,2793.00,
532729,UTTAM SUGAR ,B ,Q,132.55,133.80,129.50,131.90,131.90,131.05,256,19721,2596896.00,
532730,STL GLOBAL  ,B ,Q,10.58,10.90,10.18,10.90,10.90,9.91,173,168040,1819589.00,
532732,KEWAL KIRAN ,B ,Q,1289.00,1289.00,1245.00,1280.00,1280.00,1250.10,3,10,12774.00,
532733,SUN TVNET   ,A ,Q,549.80,552.15,541.20,542.60,542.60,548.70,1076,43932,23949987.00,
532734,GODAWARI POW,B ,Q,246.25,257.95,244.00,249.85,252.05,247.60,640,15185,3812211.00,
532735,RSYSTEMINT  ,B ,Q,45.10,46.30,42.80,44.40,44.40,45.90,172,14611,642522.00,
532737,EMKAY GLOB F,B ,Q,85.75,85.75,83.00,83.00,83.00,85.75,2,105,8728.00,
532738,TANTIA CONS ,T ,Q,2.95,2.95,2.95,2.95,2.95,3.10,4,225,663.00,
532740,LOKESH MACH ,B ,Q,47.00,47.00,45.90,46.60,46.60,47.80,5,93,4309.00,
532741,KAMDHENU    ,B ,Q,179.50,184.35,176.50,179.90,178.00,178.00,58,2453,439499.00,
532742,PAUSHAK LTD ,X ,Q,2498.00,2498.00,2355.20,2464.75,2464.75,2420.50,123,1644,4042689.00,
532744,GTN TEXTILE ,T ,Q,8.10,8.10,8.10,8.10,8.10,7.72,1,500,4050.00,
532745,INDICAP     ,X ,Q,38.30,39.75,38.20,38.35,38.35,38.10,17,1573,60446.00,
532748,PRIME FOCUS ,B ,Q,64.00,64.00,59.60,59.85,59.85,61.25,40,1244,74899.00,
532749,ALLCARGO    ,B ,Q,114.15,114.65,108.15,109.55,108.15,114.10,314,20411,2260613.00,
532751,EASUNREYRL  ,B ,Q,5.30,5.74,5.30,5.74,5.74,5.55,3,110,617.00,
532754,GMR INFRASTR,A ,Q,15.65,15.65,15.20,15.45,15.45,15.60,829,1513907,23259082.00,
532755,TECH MAH    ,A ,Q,764.95,764.95,750.10,757.80,757.80,760.40,2013,71161,53798545.00,
532756,MAHINDCIE   ,A ,Q,245.00,245.55,236.85,241.65,241.65,245.60,429,7805,1891496.00,
532757,VOLTAMP TRAN,B ,Q,1192.85,1205.50,1166.45,1190.65,1190.65,1191.35,141,952,1127815.00,
532759,ATLANTA     ,B ,Q,14.00,14.00,13.20,13.21,13.20,13.85,59,8238,109761.00,
532760,DEEP INDS   ,B ,Q,165.10,176.00,165.10,171.70,171.70,165.90,1164,52922,8996014.00,
532761,HOV SERVICES,B ,Q,126.85,130.00,126.85,128.80,128.05,127.05,25,1355,175743.00,
532762,ACTION CONST,B ,Q,106.00,108.00,104.00,104.40,104.40,106.05,504,44328,4710387.00,
532764,GEECEE      ,B ,Q,120.95,122.50,120.95,121.95,121.95,119.15,8,336,40787.00,
532766,RICHA IND   ,XT,Q,1.46,1.46,1.46,1.46,1.46,1.46,2,600,876.00,
532767,GAYATRI PROJ,B ,Q,183.90,187.50,179.00,184.10,185.00,184.15,169,3716,687679.00,
532768,FIEM INDS   ,B ,Q,450.70,466.10,450.15,452.50,452.50,450.60,65,357,162384.00,
532771,JHS SVEN    ,B ,Q,22.50,23.85,22.40,22.75,22.75,23.30,138,15308,348469.00,
532772,DCBBANK     ,A ,Q,233.00,234.40,230.55,232.85,233.00,233.05,559,38718,9009712.00,
532773,GLOBAL VECT ,T ,Q,79.65,83.50,75.70,75.70,75.70,79.65,50,2339,180177.00,
532775,GTL INFRAST ,T ,Q,0.82,0.84,0.81,0.82,0.82,0.81,83,265970,217792.00,
532776,SHIVAM AUTO ,B ,Q,36.00,36.00,33.95,34.35,34.55,33.25,102,9624,330874.00,
532777,INFO EDGE   ,A ,Q,2059.10,2432.00,2025.00,2317.30,2283.00,2039.50,4737,48462,107867326.00,
532779,TORNT POWER ,A ,Q,247.00,248.45,243.35,247.20,245.60,246.00,313,23089,5684961.00,
532780,PARSVNATH   ,B ,Q,4.32,4.50,4.32,4.36,4.36,4.42,26,4125,17993.00,
532782,SUTLEJ TEXT ,B ,Q,36.30,36.30,36.30,36.30,36.30,35.50,2,130,4719.00,
532783,DAAWAT      ,B ,Q,29.40,29.40,28.70,29.00,29.00,29.45,258,49948,1446080.00,
532784,SOBHA       ,A ,Q,543.90,544.45,533.70,537.60,536.00,544.65,267,3780,2032217.00,
532785,RUCHIRA PAP ,B ,Q,101.95,102.00,98.60,99.70,99.80,101.80,308,10865,1080963.00,
532787,ESS DEE ALUM,Z ,Q,8.65,9.20,8.55,8.56,8.80,9.00,47,9747,85244.00,
532788,XLENERGY    ,T ,Q,0.84,0.84,0.84,0.84,0.84,0.88,2,550,462.00,
532790,TANLA       ,B ,Q,53.25,55.90,52.90,55.90,55.90,53.25,1237,500623,27837728.00,
532794,ZEEMEDIA    ,B ,Q,14.58,14.58,13.75,13.86,13.75,14.24,331,97953,1363914.00,
532795,SITINET     ,T ,Q,2.70,2.94,2.68,2.73,2.75,2.82,119,85359,234125.00,
532796,LUMAX TECH  ,B ,Q,124.80,124.80,122.95,123.90,124.25,123.75,47,4749,586126.00,
532797,AUTOIND     ,B ,Q,47.70,47.70,46.15,46.40,46.40,48.20,32,3255,150520.00,
532798,NTWK MED INV,A ,Q,32.50,32.50,30.90,31.80,32.10,31.85,150,16697,528987.00,
532799,HUBTOWN     ,B ,Q,28.50,29.05,28.50,28.60,28.60,28.75,16,528,15180.00,
532800,TV18BRDCST  ,A ,Q,28.15,28.20,27.50,28.05,28.05,28.05,483,238563,6641086.00,
532801,CAMBRIDGE   ,B ,Q,41.55,43.00,41.10,43.00,43.00,42.25,34,2020,85694.00,
532804,TECHNOCRAFT ,B ,Q,464.50,476.00,456.00,464.25,470.15,469.45,54,1399,654355.00,
532805,REDINGTON   ,A ,Q,99.55,104.45,99.55,101.85,101.85,99.90,410,20658,2125168.00,
532806,AI CHAMPDNY ,XT,Q,12.06,12.06,12.06,12.06,12.06,12.69,1,35,422.00,
532807,CINELINE    ,B ,Q,45.05,45.45,44.00,45.10,44.25,46.65,48,1956,87594.00,
532808,PGIL        ,B ,Q,173.05,175.00,171.95,172.55,172.55,172.80,22,1099,189621.00,
532809,FSL         ,A ,Q,55.45,55.45,53.30,53.60,53.60,54.60,1220,326946,17541719.00,
532810,POWER FINAN ,A ,Q,124.15,128.40,123.00,128.00,128.00,124.15,3403,945908,119809899.00,
532811,AHLUWALIA CO,B ,Q,337.00,337.00,326.00,328.00,328.00,333.80,13,14,4622.00,
532812,TRANSWARRANT,T ,Q,6.62,6.62,6.62,6.62,6.62,6.31,13,6383,42255.00,
532813,C & C CONSTR,Z ,Q,8.55,8.55,8.55,8.55,8.55,9.00,6,2028,17339.00,
532814,INDIAN BANK ,A ,Q,275.80,289.00,271.20,287.40,287.40,276.55,1944,117707,33208417.00,
532815,SMS PHARMACE,B ,Q,58.15,58.15,57.00,57.75,57.75,59.90,8,1192,68660.00,
532817,ORIENTAL    ,B ,Q,11.52,11.65,11.00,11.27,11.27,11.85,44,15799,178783.00,
532819,MINDTREE LTD,A ,Q,977.50,985.00,975.20,981.75,984.40,977.70,224,6546,6404109.00,
532822,IDEA        ,A ,Q,13.90,14.12,13.80,14.01,14.01,13.90,2899,2931589,40974536.00,
532826,RAJ TELE    ,Z ,Q,47.90,47.90,47.90,47.90,47.90,47.00,1,1,47.00,
532827,PAGE INDUSTR,A ,Q,19829.65,21126.00,19638.00,20988.40,20988.40,19687.60,3183,5777,120100307.00,
532829,LAWRESHWAR  ,X ,Q,24.00,25.50,23.30,25.15,24.00,24.50,12,1974,49378.00,
532830,ASTRAL POLY ,A ,Q,1330.00,1349.00,1324.05,1336.00,1336.00,1321.60,649,3148,4207911.00,
532832,INDBUL REAL ,A ,Q,125.00,126.80,121.60,124.75,124.75,125.45,4894,898225,111569711.00,
532834,CAMLINFINE  ,B ,Q,57.15,57.15,55.05,56.25,56.45,57.05,631,27052,1523268.00,
532835,ICRA        ,B ,Q,2861.25,2940.00,2861.25,2932.00,2932.00,2917.50,29,106,307608.00,
532839,DISH TV     ,A ,Q,29.05,29.50,28.25,28.60,28.60,29.05,1504,2391388,68419433.00,
532841,SAHYA INDU  ,X ,Q,191.50,191.50,183.10,186.35,188.00,189.90,95,7094,1319696.00,
532842,SREE RAYALA ,B ,Q,154.00,157.00,144.00,144.80,144.50,144.50,46,681,99213.00,
532843,FORTIS      ,A ,Q,124.50,125.25,124.30,124.75,124.40,125.25,250,8984,1120948.00,
532845,TGBHOTELS   ,B ,Q,9.89,9.89,9.89,9.89,9.89,9.88,2,444,4391.00,
532847,HILTON MET  ,T ,Q,15.25,15.25,15.25,15.25,15.25,15.60,4,145,2211.00,
532848,DELTA CORP  ,A ,Q,201.50,208.70,196.90,206.95,206.85,201.45,2043,153695,31276788.00,
532850,MIC ELECTRON,T ,Q,1.05,1.05,0.96,1.00,1.05,1.01,17,18980,18739.00,
532851,INSECTCID   ,B ,Q,696.00,696.00,688.35,692.75,693.00,698.70,33,86,59480.00,
532852,MCD HOLDING ,B ,Q,21.75,22.75,21.75,22.30,22.60,22.95,13,648,14451.00,
532853,ASAHI SONG  ,B ,Q,156.00,164.00,156.00,157.50,157.50,155.05,36,738,117332.00,
532855,HARYA CAPFIN,X ,Q,45.35,45.35,45.35,45.35,45.35,47.70,7,1214,55054.00,
532856,TIME TECHNO ,A ,Q,100.00,100.20,98.00,98.70,98.70,99.95,158,11440,1133236.00,
532859,HGSL        ,B ,Q,663.00,683.95,650.25,650.30,650.30,663.05,64,657,433960.00,
532864,NELCAST     ,B ,Q,62.50,62.50,60.25,61.20,61.20,63.20,66,4417,272269.00,
532865,MEGHMANI    ,A ,Q,67.00,68.00,66.15,67.20,67.20,67.90,1303,201350,13450810.00,
532867,V2RETAIL    ,B ,Q,241.00,241.00,223.65,227.95,229.70,232.20,92,1865,425384.00,
532868,DLF LIMITED ,A ,Q,190.70,197.00,188.80,196.25,196.25,191.15,5526,651050,125985646.00,
532871,CELESTIAL   ,B ,Q,5.38,5.38,5.00,5.15,5.34,5.03,10,590,3018.00,
532872,SUNPHA ADV  ,A ,Q,147.75,147.75,144.00,144.70,144.20,148.20,1074,52398,7643060.00,
532873,HOUSING DEV ,A ,Q,22.45,22.45,21.45,21.65,21.65,22.20,332,109184,2374497.00,
532874,SURYACHAKRA ,Z ,Q,0.22,0.22,0.22,0.22,0.22,0.23,2,500,110.00,
532875,ALLIED DIGIT,B ,Q,18.00,18.55,17.10,17.95,17.95,17.99,138,19243,336414.00,
532878,ALPA LAB    ,B ,Q,22.45,23.00,22.45,22.55,22.50,22.40,12,1738,39604.00,
532879,SIR SHADI LA,XT,Q,43.00,43.00,39.00,39.00,39.00,41.05,14,4970,193960.00,
532880,OMAXE LTD   ,A ,Q,206.55,206.55,205.35,205.70,205.35,205.60,774,96908,19948285.00,
532883,ZYLOG SYSTEM,Z ,Q,0.67,0.73,0.67,0.73,0.73,0.70,8,3650,2448.00,
532884,REFEX       ,T ,Q,62.15,62.15,62.15,62.15,62.15,59.20,61,27867,1731934.00,
532885,CENTRAL BK  ,A ,Q,24.95,25.45,24.85,25.10,25.00,25.05,277,52115,1308570.00,
532886,SEL MANUF   ,B ,Q,1.02,1.02,0.96,1.00,1.00,0.97,7,64100,63976.00,
532888,ASIAN GRANIT,B ,Q,250.05,253.10,249.55,250.30,250.20,252.70,266,18594,4666063.00,
532889,K.P.R. MILL ,A ,Q,617.75,630.50,617.75,630.05,630.50,614.55,49,399,249099.00,
532890,TAKE SOLUT  ,A ,Q,153.00,153.00,148.80,149.75,149.75,151.05,365,11944,1791302.00,
532891,PURAVANKARA ,B ,Q,82.00,82.50,80.30,81.10,81.10,81.90,162,10914,884460.00,
532892,MOTILALOFS  ,A ,Q,797.70,800.65,784.80,797.75,790.00,794.05,222,2031,1616819.00,
532893,VTM LTD     ,X ,Q,28.35,28.35,25.00,27.45,27.45,28.40,43,3935,107176.00,XD
532894,IWIND ENERGY,B ,Q,4.86,4.90,4.60,4.80,4.60,4.76,31,14154,68249.00,
532895,NAGREKA CAP ,B ,Q,11.59,12.32,11.59,12.29,12.29,12.20,3,66,766.00,
532896,MAGNUM VENT ,B ,Q,5.40,5.96,5.15,5.38,5.90,5.42,71,4888,26412.00,
532898,POWER GRID  ,A ,Q,190.00,192.90,190.00,192.50,192.50,189.15,4663,667731,127453249.00,
532899,KAVERI SEED ,A ,Q,546.95,550.35,532.65,539.05,539.05,547.80,543,20966,11383939.00,
532900,PAISALO     ,B ,Q,399.95,407.25,399.95,405.05,405.05,395.00,26,958,386014.00,
532902,CONSOL CONST,Z ,Q,1.45,1.45,1.45,1.45,1.45,1.52,5,125298,181682.00,
532904,SUPREME INFR,T ,Q,20.50,22.50,20.45,22.50,22.50,21.50,7,2350,50105.00,
532906,MAANALU     ,B ,Q,104.75,104.75,92.60,93.00,93.00,96.75,28,3681,346761.00,
532907,ILFSENGG    ,Z ,Q,5.87,6.46,5.87,6.46,6.46,6.16,38,32635,209893.00,
532911,PARLE SOFTWR,XT,Q,32.85,32.85,32.85,32.85,32.85,33.50,5,1207,39649.00,
532914,ARCOTECH LTD,T ,Q,4.06,4.07,4.05,4.05,4.05,4.19,6,1395,5656.00,
532915,RELIGARE ENT,B ,Q,24.10,25.55,24.00,24.65,24.00,24.10,106,10629,263962.00,
532916,BARAK VALL  ,T ,Q,18.85,18.85,18.35,18.50,18.50,18.35,7,2502,46961.00,
532918,RATHI BARS  ,X ,Q,12.70,12.70,12.55,12.61,12.61,12.70,14,3907,49351.00,
532919,ALLIED COMP ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,100,49.00,
532920,EMPEE DIST  ,Z ,Q,5.95,6.47,5.95,5.97,6.47,6.26,5,1557,9287.00,
532921,ADANI PORTS ,A ,Q,415.10,426.30,412.10,423.90,423.90,414.85,4049,347748,145978219.00,
532922,EDELWEISS   ,A ,Q,200.50,207.20,198.00,204.80,204.80,202.35,3772,231595,47312737.00,
532923,RGL         ,B ,Q,293.80,294.00,291.30,292.50,292.50,290.05,8,401,117343.00,
532924,KOLTEPATIL  ,B ,Q,233.45,237.20,231.95,233.30,233.30,233.30,310,315734,73702985.00,
532925,KAUSHAL INFR,B ,Q,0.70,0.70,0.70,0.70,0.70,0.67,2,114,79.00,
532926,JYOTHY LAB  ,A ,Q,172.00,172.00,169.00,169.70,170.00,170.90,154,4102,698412.00,
532927,ECLERX      ,A ,Q,929.60,936.35,926.00,934.05,932.05,932.95,111,2584,2414240.00,
532928,TRIL        ,B ,Q,12.65,13.25,12.65,13.02,13.00,13.09,34,5430,70897.00,
532929,BRIGADE     ,B ,Q,250.95,255.90,250.00,251.75,252.80,250.40,87,2485,626562.00,
532930,BGR ENERGY  ,B ,Q,59.00,61.15,58.65,59.00,59.00,60.90,89,5025,298010.00,
532931,BURNPUR     ,T ,Q,2.55,2.59,2.40,2.40,2.40,2.50,31,16321,40718.00,
532932,MANAKSIA LTD,B ,Q,41.00,42.00,37.40,37.50,37.40,37.35,50,20752,780664.00,
532933,PORWAL AUTO ,X ,Q,27.10,28.25,26.25,27.80,28.25,28.40,76,7481,205921.00,
532934,PPAP        ,B ,Q,276.00,282.70,267.00,279.25,280.00,283.45,34,250,69147.00,
532935,ARIES AGRO  ,B ,Q,76.00,77.30,75.50,75.80,75.50,75.75,23,1209,91890.00,
532937,KUANTUM     ,X ,Q,437.05,437.05,425.00,429.30,427.00,438.00,30,318,136214.00,
532939,RPOWER      ,A ,Q,7.48,7.82,7.16,7.32,7.32,7.45,18368,7446545,55576106.00,
532940,J KUMAR INFR,B ,Q,162.95,166.80,155.00,163.65,163.65,157.25,480,21828,3496042.00,
532941,CORDS CABLE ,B ,Q,61.00,61.00,59.05,59.30,59.25,60.75,7,350,20902.00,
532942,KNR CONST   ,A ,Q,282.00,289.85,279.15,288.15,286.50,280.00,841,19748,5624792.00,
532944,ONMOBILE    ,B ,Q,39.00,39.00,36.25,36.45,36.55,38.50,56,6545,240808.00,
532945,SHRIRAM EPC ,B ,Q,8.23,8.70,8.23,8.35,8.35,8.52,32,18715,157260.00,
532946,BANG        ,B ,Q,47.50,47.50,46.00,46.40,46.40,47.85,18,1455,67674.00,
532947,IRB INFRA   ,A ,Q,120.05,124.95,120.05,123.10,123.10,123.85,945,104134,12809762.00,
532951,GSS INFOTECH,B ,Q,125.30,145.00,124.35,139.50,139.50,123.90,2475,141313,19623498.00,
532952,NAHAR CAP   ,B ,Q,86.10,89.50,86.10,89.50,89.50,88.00,6,232,20061.00,
532953,V GUARD IND ,A ,Q,240.10,241.50,233.00,234.90,234.90,240.55,785,47164,11193054.00,
532955,RECLTD      ,A ,Q,145.85,146.00,143.90,145.40,145.40,144.45,761,173523,25174127.00,
532959,GAMMON INFRA,B ,Q,0.50,0.50,0.47,0.49,0.49,0.48,146,3422457,1648520.00,
532960,IBVENTURES  ,B ,Q,297.00,315.10,281.70,313.10,313.10,294.95,4095,240320,73400938.00,
532961,SITA SHREE  ,T ,Q,0.50,0.50,0.50,0.50,0.50,0.50,3,320,160.00,
532966,TITAGARH WAG,B ,Q,69.90,69.90,67.10,67.80,67.60,69.30,367,40112,2723484.00,
532967,KIRI DYES   ,B ,Q,541.00,546.70,531.20,538.85,538.85,540.55,816,18745,10143677.00,
532972,SANKHYA INFO,XT,Q,55.00,55.00,53.55,53.55,53.55,56.35,29,5137,275688.00,
532974,ABML        ,B ,Q,48.10,50.60,48.10,49.95,49.80,50.55,72,4849,243464.00,
532975,AISHWARYA TE,Z ,Q,2.12,2.22,2.12,2.22,2.22,2.12,3,150,321.00,
532976,JAIBALA IND ,T ,Q,30.35,31.70,30.35,30.45,31.70,31.90,7,1405,42761.00,
532977,BAJAJ AUTO  ,A ,Q,2955.65,3078.55,2910.00,3039.90,3039.90,2925.25,4053,75780,229108829.00,
532978,BAJAJ FINSE ,A ,Q,8175.00,8350.00,8175.00,8329.60,8335.00,8179.85,1413,8547,70956427.00,
532979,PIRPHYTO    ,T ,Q,29.00,29.00,28.00,28.30,28.30,29.00,6,65,1825.00,
532980,GOKUL REFOIL,B ,Q,14.36,14.36,13.00,13.90,13.90,13.68,165,90987,1248063.00,
532983,RPG LIFESCI ,B ,Q,253.90,260.00,253.30,257.45,254.50,255.00,262,6037,1538495.00,
532985,KOTAK SENSEX,B ,Q,407.00,414.90,405.00,411.45,412.85,407.50,37,1038,424565.00,
532986,NIRAJ CEMENT,X ,Q,16.80,16.80,15.50,16.55,16.40,17.95,15,7378,117650.00,
532987,RANE BRAKE  ,B ,Q,624.10,655.55,624.10,639.75,641.25,642.00,84,435,279392.00,
532989,BAFNA PHARMA,T ,Q,8.59,8.59,8.59,8.59,8.59,8.19,4,900,7731.00,
532990,METKORE     ,T ,Q,0.69,0.69,0.69,0.69,0.69,0.72,5,5550,3829.00,
532991,MVL LIMITED ,B ,Q,0.21,0.21,0.21,0.21,0.21,0.20,4,12770,2681.00,
532994,ARCHIDPLY IN,B ,Q,38.25,38.25,36.35,37.70,37.70,38.55,152,18635,690547.00,
532997,KSK ENERGY  ,B ,Q,0.94,0.95,0.90,0.91,0.92,0.93,62,64825,59646.00,
532998,LEHIL       ,B ,Q,20.25,20.45,18.90,19.30,20.45,20.30,6,189,3744.00,
533001,SOMI CONVEY ,B ,Q,22.50,22.50,22.50,22.50,22.50,21.00,1,1,22.00,
533006,BIRLA COTSYN,XT,Q,0.08,0.08,0.08,0.08,0.08,0.08,6,810,64.00,
533007,LGB FORGE   ,T ,Q,2.70,2.70,2.70,2.70,2.70,2.80,2,500,1350.00,
533008,OCL IRON&ST ,T ,Q,5.59,5.59,5.07,5.16,5.07,5.33,23,12360,64081.00,
533012,LANDMRK PRO ,B ,Q,3.51,3.51,3.51,3.51,3.51,3.51,2,125,438.00,
533014,SICAGEN IND ,B ,Q,24.20,25.60,24.20,24.75,24.70,24.90,12,286,7106.00,
533022,20 MICRONS  ,B ,Q,39.05,39.95,38.80,39.70,39.60,40.70,48,3460,137065.00,
533023,WABCO       ,A ,Q,6274.95,6281.60,6204.00,6220.10,6205.00,6299.05,81,121,754590.00,
533029,ALKALI      ,B ,Q,47.50,49.85,45.55,45.90,45.55,46.00,28,1387,66394.00,
533033,ISGEC       ,B ,Q,502.00,502.00,478.00,480.15,480.15,494.20,999,11851,5739427.00,
533047,INDIAN MET  ,B ,Q,218.65,218.65,214.70,215.65,218.00,222.05,49,834,180691.00,
533056,VEDAVAAG    ,X ,Q,25.10,27.50,24.70,25.70,26.00,26.30,59,6106,156239.00,
533078,MANJEERA    ,X ,Q,65.00,65.00,65.00,65.00,65.00,64.90,1,1,65.00,
533080,MOLDTKPACK  ,B ,Q,246.05,264.30,246.05,253.60,256.25,249.20,112,1790,458294.00,
533088,MAH HOLIDAY ,A ,Q,225.00,238.10,218.40,232.55,232.55,226.85,335,7189,1655063.00,
533090,EXCEL       ,T ,Q,0.98,1.02,0.95,1.02,1.02,0.98,3,203,197.00,
533095,BENGLA& ASM ,B ,Q,1680.00,1680.00,1600.25,1613.05,1640.00,1619.65,41,222,365304.00,
533096,ADANI POWER ,A ,Q,50.65,50.65,49.00,50.30,50.30,50.35,2222,1167467,58386538.00,
533098,NHPC        ,A ,Q,24.95,25.15,24.65,24.90,24.90,25.15,801,252538,6284250.00,
533101,SURYAMBA SP ,X ,Q,60.25,60.25,57.30,58.90,58.90,60.25,10,1050,62170.00,
533103,JINDALCOTEX ,T ,Q,3.75,3.75,3.65,3.65,3.65,3.59,6,1210,4535.00,
533104,GLOBUS SPR  ,B ,Q,135.50,138.95,135.10,137.75,137.75,137.50,97,5028,691797.00,
533106,OIL INDIA   ,A ,Q,180.05,184.00,178.50,182.50,182.00,180.00,1127,129742,23633745.00,
533107,RNAVAL      ,B ,Q,7.95,8.00,7.62,7.75,7.75,7.91,604,195524,1518821.00,
533108,BHILWRA TEC ,X ,Q,6.80,6.80,6.80,6.80,6.80,6.78,1,45,306.00,
533110,SH PRECOTED ,X ,Q,0.89,0.89,0.89,0.89,0.89,0.90,2,2200,1958.00,
533121,EXPLEOSOL   ,B ,Q,436.35,443.75,432.50,442.40,437.00,438.10,31,452,198216.00,
533122,RTNPOWER    ,B ,Q,2.25,2.29,2.20,2.24,2.24,2.25,170,171178,382840.00,
533137,DEN NETWORK ,B ,Q,56.00,60.15,55.20,56.75,55.20,57.30,218,7228,413437.00,
533138,ASTEC LIFE  ,B ,Q,459.55,459.55,438.55,457.65,458.00,459.05,42,403,182111.00,
533144,COX KINGS   ,A ,Q,92.65,109.00,91.15,91.70,91.85,92.65,425,24702,2311193.00,
533146,DLINK IND   ,B ,Q,94.00,96.75,93.00,93.30,93.00,94.55,208,14966,1421700.00,
533148,JSW ENERGY  ,A ,Q,73.75,73.75,71.60,72.70,72.70,73.35,683,60262,4367935.00,
533149,ESSAR SECU  ,X ,Q,1.38,1.50,1.38,1.39,1.38,1.44,7,2866,4052.00,
533150,GODREJ PROP ,A ,Q,888.00,905.75,880.00,901.70,905.75,886.15,761,12792,11424823.00,
533151,D B CORP    ,A ,Q,194.80,197.80,194.10,196.60,196.55,196.60,87,2017,394378.00,
533152,MBL INFRA   ,B ,Q,11.95,12.00,11.50,12.00,12.00,11.90,117,9785,113786.00,
533155,JUBL FOOD   ,A ,Q,1306.00,1350.40,1306.00,1339.60,1339.60,1307.60,1674,51656,69239015.00,
533156,VASCON ENG  ,B ,Q,15.50,16.30,15.10,15.15,15.10,16.03,212,39105,604585.00,
533157,SYNCOM HEAL ,T ,Q,1.49,1.49,1.42,1.42,1.42,1.42,10,3000,4442.00,
